A0_0,A0_1,A1_0,A1_1,A2_0,A2_1,A3_0,A3_1,A4_0,A4_1,A5_0,A5_1,A6_0,A6_1,A7_0,A7_1
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
0.539,0.461,0.465,0.535,0.465,0.535,0.512,0.488,0.484,0.516,0.535,0.465,0.527,0.473,0.543,0.457
